NPPB	Cerebral edema	
TNFRSF1A	Facial edema	
CCR5	Pulmonary edema	
FPR1	Pulmonary edema	
PLAU	Cerebral edema	
SLC25A13	Cerebral edema	
EGLN1	Pulmonary edema	
FGF7	Pulmonary edema	
VEGFA	High altitude pulmonary edema	
F2R	Pulmonary edema	
VEGFA	Pulmonary edema	
TH	High altitude pulmonary edema	
HIF1A	Pulmonary edema	
AVPR1A	Cerebral edema	
FGF10	Pulmonary edema	
REN	High altitude pulmonary edema	
EDN1	Cerebral edema	
PLAT	Cerebral edema	
ABCC8	Cerebral edema	
ADRB2	Pulmonary edema	
FSHR	Pulmonary edema	
F2	Cerebral edema	
TEK	Pulmonary edema	
F2R	Cerebral edema	
ALB	Pulmonary edema	
CXCL2	Pulmonary edema	
GFAP	Cerebral edema	
CAV1	Pulmonary edema	
EDNRA	High altitude pulmonary edema	
TNFRSF1A	Periorbital edema	
EDN1	High altitude pulmonary edema	
ROCK1	Pulmonary edema	
APOE	Cerebral edema	
MYL4	Cerebral edema	
DMD	Cerebral edema	
NRG1	Pulmonary edema	
ALOX5	Pulmonary edema	
TRPV1	Pulmonary edema	
AGTR1	High altitude pulmonary edema	
PTGS2	Pulmonary edema	
ADRB2	High altitude pulmonary edema	
GHRH	Pulmonary edema	
CXCL8	Pulmonary edema	
IL2	Pulmonary edema	
ACE	High altitude pulmonary edema	
MPO	Pulmonary edema	
EGLN1	High altitude pulmonary edema	
CHRM5	QRFP	0.833320481754769	
CHRM4	HTR1D	0.8354005520686607	
HTR2B	KNG1	0.8407682499807351	
ADRA1A	KISS1	0.833320481754769	
SSTR5	C5	0.8407682499807351	
ADRB2	ARRB1	0.8653853888875809	
CHRM2	FCHO2	0.8583026292860755	
DRD4	CXCL12	0.8407682499807351	
ADORA1	RXFP4	0.8354005520686607	
HRH1	P2RY6	0.8354005520686607	
SSTR1	APLN	0.8407682499807351	
SSTR5	TAS2R39	0.8354005520686607	
SSTR2	NMS	0.8407682499807351	
HTR1D	RXFP4	0.8354005520686607	
HTR1B	CXCL1	0.8407682499807351	
HTR1B	rs130058	0.99	
UGT1A9	rs3832043	0.8953382542587163	
ADRB2	VAMP2	0.863443159858049	
EGFR	OCRL	0.8613363396709319	
CHRM4	NPB	0.8407682499807351	
ADRB2	HIP1R	0.8628338709774962	
DRD3	S1PR1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLA2	0.818984274335209	
PTGIR	GPHA2	0.8407682499807351	
CHRM1	F2RL3	0.8252219011119977	
ABCB1	rs11983225	0.99	
HTR7	GIPR	0.8354005520686607	
AGTR1	ADRA1B	0.8354005520686607	
SSTR2	CHRM4	0.8354005520686607	
UGT1A8	rs1042597	0.9320653479069899	
SSTR5	TAS2R20	0.8354005520686607	
SSTR5	HEBP1	0.8407682499807351	
DRD4	CCR1	0.8354005520686607	
EGFR	VAMP3	0.8628338709774962	
SSTR1	KNG1	0.8407682499807351	
CHRM5	GHRL	0.8407682499807351	
AVPR2	PIK3C2A	0.8441288359160942	
DRD3	CCL16	0.8407682499807351	
UGT1A7	rs17863778	0.9320653479069899	
ADRA1A	BDKRB2	0.8354005520686607	
EGFR	AP2A1	0.8664242982340606	
HTR5A	CCL25	0.8407682499807351	
HTR2B	HCRTR2	0.8252219011119977	
ADRA1D	LPAR3	0.8252219011119977	
ADRA2C	GNAZ	0.8567933402497072	
DRD4	TAS2R10	0.8354005520686607	
rs1800544	DRD4	0.9801	
CHRM4	TAS2R9	0.8354005520686607	
HTR1E	CXCR3	0.8354005520686607	
P2RY12	SSTR1	0.8354005520686607	
MLNR	GNA15	0.8595571341704282	
HTR5A	TAS2R43	0.8354005520686607	
HTR1D	NMU	0.8407682499807351	
CYP2C9	rs7900194	0.99	
DRD2	NMU	0.8407682499807351	
HTR2C	CASR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ST13	0.8638247395845513	
AVPR1B	TACR1	0.8252219011119977	
CHRM3	CASR	0.8354005520686607	
AVPR1A	P2RY10	0.8354005520686607	
Pergolide	HTR2A	1	
SSTR1	TAS2R5	0.8354005520686607	
Pramipexole	DRD4	1	
HTR1B	NPBWR1	0.8354005520686607	
CHRM3	NPFF	0.833320481754769	
P2RY12	CXCR2	0.8354005520686607	
ADORA1	NPY1R	0.8252219011119977	
HTR2B	GPR68	0.8354005520686607	
SSTR2	TAS2R40	0.8354005520686607	
HTR1B	TAS2R20	0.8354005520686607	
HRH4	TAS2R14	0.8354005520686607	
HTR2B	P2RY6	0.8354005520686607	
PPARG	MED9	0.7989062580087279	
CHRM1	NPS	0.8407682499807351	
Fenoprofen	PTGS1	1	
CHRM2	FPR3	0.8354005520686607	
HTR2C	XCL2	0.833320481754769	
SSTR1	S1PR2	0.8252219011119977	
SSTR2	GPR17	0.8252219011119977	
Carvedilol	CYP2C9	1	
SSTR1	APP	0.8407682499807351	
HTR2B	GNRH1	0.8407682499807351	
HTR1D	CXCR6	0.8354005520686607	
AVPR2	CLTB	0.866142943288039	
HTR2A	AVPR1B	0.8354005520686607	
AGTR1	EDNRA	0.8252219011119977	
ADRB2	CD3D	0.863443159858049	
MLNR	NMBR	0.8354005520686607	
Cabergoline	DRD5	1	
DRD4	CXCL10	0.8407682499807351	
ADRA1B	BDKRB1	0.8354005520686607	
HRH2	SCTR	0.8354005520686607	
CHRM4	S1PR1	0.8252219011119977	
Telmisartan	ABCB1	1	
Trandolapril	SLC15A2	1	
HTR2C	PROKR1	0.8354005520686607	
CHRM3	GNAQ	0.8595571341704282	
AGTR1	OXTR	0.8252219011119977	
HTR7	IAPP	0.8407682499807351	
HRH2	FSHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDC45	0.8638247395845513	
HTR2C	GPR65	0.8354005520686607	
CHRM5	NPFF	0.833320481754769	
CHRM5	AVPR1B	0.8354005520686607	
CHRM2	SSTR5	0.8354005520686607	
CHRM3	GRM5	0.8354005520686607	
HTR5A	GRM7	0.8252219011119977	
ADORA1	CXCR3	0.8354005520686607	
CHRM4	MCHR2	0.8354005520686607	
rs2740574	CYP3A4	0.92274469442792	
HTR1A	NMUR2	0.8421959353175904	
ADRA2A	RLN3	0.8407682499807351	
CYP1A2	rs4646427	0.99	
AGTR1	GNAQ	0.8595571341704282	
CHRM2	APLNR	0.8354005520686607	
MLNR	UTS2B	0.8407682499807351	
SSTR2	GNG2	0.8526462282435747	
DRD4	ADRA2B	0.8252219011119977	
DRD2	GRM8	0.8252219011119977	
HTR1A	ACKR3	0.8354005520686607	
ABCB1	rs10280101	0.99	
P2RY12	NPY1R	0.8252219011119977	
CHRM2	NPW	0.8407682499807351	
SSTR5	CCL21	0.8407682499807351	
DRD2	rs2283265	0.99	
SSTR2	MT-RNR2	0.8459813396079446	
ADORA2A	GLP2R	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*1xN	0.99	
HRH1	LPAR6	0.8354005520686607	
EGFR	CDC37	0.8697543949905541	
RHOA	rs11716445	0.8169696821008777	
ADRA1B	ADRA1D	0.849809014912932	
HTR1A	HRH3	0.8354005520686607	
HTR1B	CXCR1	0.8354005520686607	
DRD4	CCR3	0.8354005520686607	
EGFR	GRIN2A	0.8435102388865442	
SSTR5	PENK	0.8407682499807351	
HRH1	GNG2	0.8526462282435747	
SSTR5	TAS2R19	0.8354005520686607	
CHRM2	LPAR2	0.8252219011119977	
CYP1A2	rs2069526	0.99	
DRD4	TAS2R19	0.8354005520686607	
SSTR2	CCR3	0.8354005520686607	
HTR1B	ADRA2C	0.8252219011119977	
ACE	rs1799752	0.99	
HTR2A	MLNR	0.8354005520686607	
CYP2C8	rs1934951	0.99	
CYP2D6	rs371793722	0.99	
Oxymetholone	MAOA	1	
HTR5A	FPR3	0.8354005520686607	
HTR7	GPR45	0.8252219011119977	
PTGIR	GNAS	0.8638245419531639	
P2RY12	GNAT3	0.8632667287580127	
CYP2C9	rs4918758	0.99	
DRD4	HCAR2	0.8354005520686607	
EGFR	PIK3CA	0.868221814431033	
AGTR1	ADRA1A	0.8354005520686607	
DRD2	S1PR2	0.8252219011119977	
ADRA1A	NPSR1	0.8354005520686607	
HTR2B	F2RL2	0.8252219011119977	
HTR1E	FPR2	0.8354005520686607	
CHRM2	STON2	0.863443159858049	
HTR1B	LPAR3	0.8252219011119977	
DRD4	LPAR5	0.8252219011119977	
P2RY12	SSTR5	0.8354005520686607	
DRD1	HTR4	0.8354005520686607	
AVPR1A	GCG	0.8407682499807351	
SSTR2	CXCR2	0.8354005520686607	
HTR1B	S1PR1	0.8252219011119977	
EGFR	KITLG	0.853898073011433	
ADRA1B	FFAR1	0.8354005520686607	
AVPR2	GPBAR1	0.8354005520686607	
HRH1	APP	0.833320481754769	
Perindopril	BCHE	1	
SSTR5	LPAR3	0.8252219011119977	
SSTR1	ADORA1	0.8354005520686607	
SLCO1B1	rs2291075	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KCNMA1	0.8638247395845513	
HTR1D	C3AR1	0.8354005520686607	
ADRA1A	CASR	0.8354005520686607	
DRD1	GPBAR1	0.8354005520686607	
SSTR1	ADRA2C	0.8252219011119977	
AVPR1A	UTS2B	0.8407682499807351	
DRD5	P2RY11	0.8252219011119977	
ADORA1	S1PR4	0.8252219011119977	
AVPR2	HIP1R	0.8628338709774962	
ADRA1B	NPFFR1	0.8252219011119977	
CALM3	AKT1	0.8543051757879493	
HTR1A	TAS2R19	0.8354005520686607	
ADRA1A	NMB	0.8407682499807351	
DRD2	CCR10	0.8354005520686607	
CHRM2	ARRB1	0.8645785616292008	
ADRA1B	AVPR1A	0.8354005520686607	
HTR2B	PROK1	0.8407682499807351	
HTR7	PTGER4	0.8252219011119977	
P2RY12	LPAR1	0.8252219011119977	
HTR1B	SAA1	0.8407682499807351	
HRH4	S1PR3	0.8252219011119977	
HIF1A	RBX1	0.8599291555852738	
DRD4	HCAR3	0.8354005520686607	
ADRA1D	KNG1	0.8407682499807351	
HTR1B	APP	0.8407682499807351	
HRH1	AVPR1A	0.8354005520686607	
Pergolide	HTR2C	1	
ADRA1A	EDNRB	0.8252219011119977	
CHRM4	CXCR4	0.8354005520686607	
ADRB2	VIP	0.833320481754769	
HTR1B	CXCR2	0.8354005520686607	
HTR1D	ADRA2B	0.8252219011119977	
ADRB2	CLTC	0.8664089236866457	
P2RY12	HTR1F	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITGA2	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTPAL	0.8638247395845513	
CHRM5	PTGFR	0.8252219011119977	
AVPR2	CTTN	0.8628338709774962	
AGTR1	MCHR1	0.8354005520686607	
HRH4	HTR1A	0.8354005520686607	
ADRA1A	EDN2	0.833320481754769	
DRD5	POMC	0.833320481754769	
AVPR1B	GNRHR	0.8354005520686607	
ADRA2A	CXCL6	0.8407682499807351	
SSTR5	NPB	0.8407682499807351	
HTR1B	CXCL10	0.8407682499807351	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3	0.99	
Trandolapril	ACE	1	
HRH2	MC1R	0.8252219011119977	
P2RY12	HTR1B	0.8354005520686607	
ADRB1	RXFP1	0.8354005520686607	
SSTR5	CXCL5	0.8407682499807351	
HRH4	HTR1B	0.8354005520686607	
AVPR2	GLP2R	0.8354005520686607	
P2RY12	FPR2	0.8354005520686607	
DRD4	CXCL16	0.8407682499807351	
HRH4	GALR2	0.8252219011119977	
CHRM4	TAS2R41	0.8354005520686607	
P2RY12	GAL	0.833320481754769	
HTR1D	CCR10	0.8354005520686607	
CHRM4	C5	0.8407682499807351	
AGTR1	MLN	0.8407682499807351	
DRD1	GPR150	0.8252219011119977	
HTR7	GPR20	0.8252219011119977	
ADRB2	rs1042713	0.99	
HTR2B	APP	0.833320481754769	
AVPR1A	NPFF	0.833320481754769	
CHRM1	NTS	0.833320481754769	
Cyproheptadine	HRH1	1	
AVPR2	DVL2	0.863443159858049	
HTR2C	PROK2	0.8407682499807351	
DRD4	SST	0.8407682499807351	
AVPR2	HIP1	0.8628338709774962	
ADRA1A	GNG2	0.8632667287580127	
ADORA1	C3	0.8407682499807351	
ADORA1	S1PR2	0.8252219011119977	
HTR1D	CCL27	0.8407682499807351	
ADRA1A	CCK	0.833320481754769	
HRH4	TAS2R42	0.8354005520686607	
ADRB2	ARPC5	0.8628338709774962	
EGFR	MEMO1	0.8319100629186602	
HTR2C	LPAR5	0.8252219011119977	
ADRA1B	CYSLTR2	0.8252219011119977	
CHRM2	IGF2R	0.863443159858049	
HTR2A	P2RY1	0.8354005520686607	
P2RY12	P2RY12	0.849809014912932	
ADRB1	PTH2	0.8407682499807351	
CYP3A4	rs4986910	0.99	
ADRA1A	F2RL3	0.8252219011119977	
AVPR1B	GRM5	0.8354005520686607	
HRH1	TACR1	0.8252219011119977	
ABCB1	rs2235040	0.99	
ADRA1B	ADRA1A	0.849809014912932	
SLC6A2	rs5569	0.99	
AVPR2	AGFG1	0.863443159858049	
Vandetanib	TEK	1	
P2RY12	CCL23	0.8407682499807351	
DRD4	MCHR2	0.8354005520686607	
EGFR	FZD4	0.863443159858049	
HTR5A	P2RY4	0.8354005520686607	
SLCO1B1	rs4363657	0.99	
DRD4	GPER1	0.8354005520686607	
ADORA1	GNG2	0.8526462282435747	
AGTR1	NPFF	0.833320481754769	
AVPR1A	CHRM1	0.8354005520686607	
ADRA2B	ANXA1	0.8407682499807351	
Erythromycin	CYP1A2	1	
ADORA2A	HTR7	0.8354005520686607	
Ropinirole	DRD1	1	
ADRA1B	GPR132	0.8354005520686607	
DRD5	ADORA2B	0.8354005520686607	
CYP3A4	rs35599367	0.9135172474836407	
CHRM2	AP2M1	0.8669217489920482	
CHRM4	POMC	0.8407682499807351	
DRD4	POMC	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GCN1L1	0.818984274335209	
HRH4	HTR1F	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AHSG	0.818984274335209	
UGT1A8	rs1042597	0.99	
PIK3CA	rs2699887	0.8595395962867226	
DRD2	PPY	0.833320481754769	
ADRB1	GIPR	0.8354005520686607	
SSTR1	SAA1	0.8407682499807351	
CHRM2	ARPC2	0.8628338709774962	
CYP3A5	CYP3A5*1A, CYP3A5*3A	0.99	
SSTR5	PTGDR2	0.8252219011119977	
MLNR	LPAR3	0.8252219011119977	
P2RY12	CCR6	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC9A8	0.818984274335209	
SSTR5	FPR1	0.8354005520686607	
CHRM3	HCRTR1	0.8252219011119977	
Perphenazine	CYP1A2	1	
CYP2C9	rs1799853	0.99	
SSTR2	DRD3	0.8354005520686607	
ADRA1A	GNA11	0.8595571341704282	
CHRM3	PROKR1	0.8354005520686607	
CHRM2	REPS1	0.8664623807565615	
ADRA1D	TRHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AMPD3	0.8638247395845513	
SSTR5	MCHR2	0.8354005520686607	
CHRM4	CCL21	0.8407682499807351	
HTR1E	GRM4	0.8252219011119977	
PDE4A	ADCY3	0.8281207788973212	
UGT1A9	rs2741049	0.9320653479069899	
CHRM3	PROK2	0.8407682499807351	
DRD2	TAS2R41	0.8354005520686607	
ADORA1	OPRD1	0.8354005520686607	
ADRB1	PTGDR	0.8252219011119977	
HTR7	GIP	0.8407682499807351	
DRD2	TAS2R8	0.8354005520686607	
UGT1A9	rs72551344	0.8953382542587163	
Loxapine	HTR3A	1	
Cyproheptadine	HTR2A	1	
ABCB1	rs10248420	0.99	
HTR1A	CXCL3	0.8407682499807351	
EGFR	FGF22	0.8619307007599862	
ADORA1	SAA1	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOA1	0.8638247395845513	
DRD2	NPY1R	0.8252219011119977	
VEGFA	rs699947	0.99	
DRD1	FSHB	0.8407682499807351	
HTR6	RAMP1	0.8421959353175904	
HTR1E	GPR17	0.8252219011119977	
ADRB2	DVL2	0.863443159858049	
CHRM1	GHRL	0.8407682499807351	
HTR1D	C5	0.8407682499807351	
CYP3A4	CYP3A4*1, CYP3A4*4	0.9509900498999999	
SSTR1	CCL16	0.8407682499807351	
PTK6	PTK6	0.8687679411319893	
CHRM2	ARPC3	0.8628338709774962	
SSTR1	TAS2R45	0.8354005520686607	
ADORA2A	ADCYAP1	0.8407682499807351	
ADRA1D	GNAQ	0.8595571341704282	
HIF1A	EGLN1	0.8497082254156562	
Benazepril	SLC15A2	1	
CHRM4	HRH4	0.8354005520686607	
HTR7	TAAR1	0.8354005520686607	
HTR2A	F2RL2	0.8252219011119977	
HTR1A	NPY	0.833320481754769	
TGFB1	ARHGEF18	0.8537585491243176	
ADORA1	CXCL10	0.8407682499807351	
HTR1D	SSTR2	0.8354005520686607	
CHRM2	REPS2	0.863443159858049	
Dicyclomine	CHRM2	1	
CHRM3	CYSLTR1	0.8252219011119977	
SSTR5	HTR1F	0.8354005520686607	
HRH2	LHCGR	0.8354005520686607	
ADORA2A	P2RY11	0.8252219011119977	
EGFR	STAM2	0.8665370616181098	
ADRB1	GNB1	0.8526462282435747	
HTR1D	TAS2R20	0.8354005520686607	
ADORA1	HCAR3	0.8354005520686607	
SSTR1	RLN3	0.8459813396079446	
CHRM4	SSTR5	0.8354005520686607	
HTR2A	GPRC6A	0.8252219011119977	
Quetiapine	CHRM2	1	
EGFR	AP2A2	0.8664242982340606	
ADRA1B	P2RY11	0.8252219011119977	
ADRA1A	PTAFR	0.8252219011119977	
SSTR1	HTR1A	0.8354005520686607	
CHRM1	HRH1	0.8354005520686607	
Irbesartan	AGTR1	1	
ADORA1	CCL16	0.8407682499807351	
MLNR	PROKR2	0.8354005520686607	
CHRM4	TAS2R16	0.8354005520686607	
CHRM2	PACSIN2	0.863443159858049	
AVPR2	CLTA	0.8664089236866457	
TEK	HRAS	0.852724204446584	
HTR2A	QRFPR	0.8252219011119977	
Quetiapine	ADRA2C	1	
ABCB1	rs7787082	0.99	
SSTR5	CCL23	0.8407682499807351	
HTR2A	HCRTR1	0.8252219011119977	
Irbesartan	PTGS1	1	
HTR1A	SSTR4	0.8354005520686607	
CYP2B6	rs28399499	0.99	
ABCC1	rs28364006	0.99	
DRD1	RAMP3	0.8421959353175904	
ABCB1	rs4148740	0.99	
Epoprostenol	P2RY12	1	
DRD4	GALR1	0.8252219011119977	
CYP3A4	rs2242480	0.9509900498999999	
HTR2A	LPAR2	0.8252219011119977	
HRH1	NTSR2	0.8252219011119977	
HTR2B	CCKBR	0.8354005520686607	
DRD3	GRM4	0.8252219011119977	
CHRM4	GNAI2	0.8526462282435747	
HTR1A	CCL19	0.8407682499807351	
ADRA1A	NTSR2	0.8252219011119977	
ABCC2	rs717620	0.99	
SSTR2	ANXA1	0.8459813396079446	
HTR1E	ADORA3	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10	0.99	
CHRM3	PROK1	0.8407682499807351	
MLNR	CHRM3	0.8354005520686607	
HTR1D	HCAR3	0.8354005520686607	
ADORA1	TAS2R20	0.8354005520686607	
CHRM4	RXFP3	0.8354005520686607	
DRD4	PDYN	0.8407682499807351	
Perindopril	ABCB1	1	
ADRB1	PTH2R	0.8354005520686607	
DRD4	GALR2	0.8252219011119977	
CHRM5	HRH1	0.8354005520686607	
CYP2B6	CYP2B6*1, CYP2B6*18, CYP2B6*2, CYP2B6*22, CYP2B6*4, CYP2B6*5, CYP2B6*6	0.99	
SSTR5	GNG2	0.8526462282435747	
DRD4	PTGER3	0.8252219011119977	
HTR2A	ADRA1A	0.8354005520686607	
Cyproheptadine	CHRM2	1	
SSTR1	CCR1	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
HTR2B	CYSLTR2	0.8252219011119977	
SSTR1	CCR8	0.8354005520686607	
CHRM2	SYT1	0.863443159858049	
ADRA1A	APP	0.833320481754769	
HTR5A	OPRD1	0.8354005520686607	
CHRM4	CCR5	0.8354005520686607	
CHRM1	P2RY10	0.8354005520686607	
HRH4	TAS2R43	0.8354005520686607	
ADORA1	CCR8	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	JARID2	0.818984274335209	
rs4987161	CYP3A4	0.8863848717161291	
ADORA1	FPR1	0.8354005520686607	
EGFR	NRG2	0.8690931465161327	
HTR5A	APLN	0.8407682499807351	
SSTR2	CCR8	0.8354005520686607	
CHRM2	PF4	0.8407682499807351	
PTGIR	GPHB5	0.8407682499807351	
CHRM2	GNAI3	0.8526462282435747	
ACE	rs4341	0.99	
HRH4	FPR1	0.8354005520686607	
HTR2B	P2RY2	0.8354005520686607	
DRD3	CCR9	0.8354005520686607	
APOE	rs429358	0.8381682809941505	
rs2070959	UGT1A8	0.92274469442792	
AVPR2	SYT2	0.863443159858049	
Cabergoline	DRD2	1	
SLCO1B1	rs113681054	0.99	
ADRB2	NPS	0.8407682499807351	
ADRB2	HGS	0.863443159858049	
ADRA2A	PPBP	0.833320481754769	
CHRM1	NMUR1	0.8354005520686607	
ADORA2A	GHRH	0.8407682499807351	
AVPR1A	UTS2	0.8407682499807351	
PTGIR	GPR32	0.8252219011119977	
HTR2A	BDKRB1	0.8354005520686607	
HRH4	GPER1	0.8354005520686607	
HRH4	OXGR1	0.8354005520686607	
DRD3	ADRA2A	0.8252219011119977	
SSTR5	LPAR1	0.8252219011119977	
DRD1	TAAR1	0.8354005520686607	
AGTR1	FFAR1	0.8354005520686607	
SSTR5	NPBWR1	0.8354005520686607	
DRD3	SSTR3	0.8354005520686607	
TNF	BIRC3	0.8593451483108672	
AGTR1	MT-RNR2	0.8407682499807351	
ADRB2	P2RY11	0.8252219011119977	
ADRB2	PTH1R	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*29, CYP2D6*3, CYP2D6*31, CYP2D6*35, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6, CYP2D6*9	0.99	
Paliperidone	HRH1	1	
CHRM3	EDN1	0.833320481754769	
ADRB2	SYT1	0.863443159858049	
EGFR	JAK2	0.8435102388865442	
CHRM2	AVPR2	0.863443159858049	
AGTR1	GNRHR	0.8354005520686607	
HRH2	VIPR2	0.8252219011119977	
HTR1A	CXCL12	0.8407682499807351	
AVPR1A	QRFP	0.833320481754769	
AVPR1B	UTS2R	0.8354005520686607	
SSTR1	LPAR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDZRN4	0.818984274335209	
CHRM3	FFAR1	0.8354005520686607	
Paliperidone	CYP2D6	1	
DRD3	CXCL12	0.8407682499807351	
CHRM2	CCR7	0.8354005520686607	
IRS1	rs13431554	0.8453590922813186	
AVPR1A	NTSR1	0.8252219011119977	
rs6759892	UGT1A7	0.9801	
HTR1B	GPR17	0.8252219011119977	
HRH1	EDN3	0.833320481754769	
HTR1E	ADRA2C	0.8252219011119977	
HTR5A	CXCL8	0.8459813396079446	
Desmopressin	PTGS2	1	
CHRM2	DVL2	0.863443159858049	
DRD1	PTGER4	0.8252219011119977	
SLCO1B1	SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5	0.99	
EGFR	PDGFA	0.853898073011433	
CHRM1	GPR17	0.8252219011119977	
P2RY12	PENK	0.8407682499807351	
ABCB1	rs2229109	0.99	
PTGIR	CRH	0.8407682499807351	
ADRA1B	LPAR4	0.8354005520686607	
EGFR	ARPC4	0.8628338709774962	
Maprotiline	CHRM3	1	
HRH4	HTR1E	0.8354005520686607	
CHRM2	S1PR5	0.8252219011119977	
P2RY12	TAS2R14	0.8354005520686607	
AGTR1	EDN2	0.833320481754769	
NDUFC2	HADH	0.8372883840480309	
CHRM3	P2RY1	0.8354005520686607	
ADORA1	GNAT3	0.8526462282435747	
HTR1D	NPY	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITIH1	0.8638247395845513	
DRD5	CALCRL	0.8421959353175904	
HTR1E	PPBP	0.8407682499807351	
DRD2	FPR1	0.8354005520686607	
HRH1	AVPR1B	0.8354005520686607	
HTR1A	CXCR1	0.8354005520686607	
HTR1B	HRH3	0.8354005520686607	
ADRA1A	NPS	0.8407682499807351	
ADRA1D	P2RY2	0.8354005520686607	
SSTR2	PTGDR2	0.8252219011119977	
ADRA2C	GNB1	0.8626329038096527	
HTR7	SCTR	0.8354005520686607	
HTR2B	GAST	0.8407682499807351	
VEGFA	PXN	0.8532543843767528	
CHRM1	NMU	0.8407682499807351	
ADRA1A	F2RL1	0.8252219011119977	
DRD2	GAL	0.833320481754769	
HTR1B	TAS2R7	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP3	0.818984274335209	
CYP3A	rs12721627	0.9320653479069899	
ADRA2A	APP	0.833320481754769	
DRD5	MC2R	0.8252219011119977	
DRD2	GALR1	0.8252219011119977	
ADORA1	CCR10	0.8354005520686607	
DRD3	BDKRB1	0.8354005520686607	
EGF	rs4444903	0.8548087282594685	
ADRA1A	P2RY2	0.8354005520686607	
AVPR1A	EDN2	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF292	0.818984274335209	
CHRM4	HTR1B	0.8354005520686607	
ADRA1A	P2RY6	0.8354005520686607	
Pergolide	DRD1	1	
PPARG	MED18	0.7989062580087279	
HTR1E	CXCL12	0.8407682499807351	
ADRA2C	MT-RNR2	0.8407682499807351	
PTGIR	GNB1	0.8632667287580127	
SSTR5	HTR1D	0.8354005520686607	
CHRM2	HTR5A	0.8354005520686607	
HTR1A	GRM7	0.8252219011119977	
P2RY12	GNB1	0.8632667287580127	
ADORA1	KNG1	0.8407682499807351	
HTR5A	S1PR1	0.8252219011119977	
DRD4	AGTR2	0.8354005520686607	
HTR2A	F2RL3	0.8252219011119977	
SSTR1	HCAR2	0.8354005520686607	
AGTR1	F2RL2	0.8252219011119977	
ADRA1D	AGT	0.8407682499807351	
CYP2E1	rs2515641	0.99	
CHRM5	TRHR	0.8354005520686607	
P2RY12	PPY	0.833320481754769	
AVPR2	ARRB2	0.8644439691138128	
EGFR	rs2293347	0.99	
HTR2C	CHRM1	0.8354005520686607	
Cabergoline	ADRA2B	1	
MLNR	GNAQ	0.8595571341704282	
DRD5	GPR20	0.8252219011119977	
ADRB1	GPR45	0.8252219011119977	
HTR2A	PROK1	0.8407682499807351	
CHRM3	AVPR1B	0.8354005520686607	
PLG	PLG	0.8628338709774962	
AVPR2	ARRB1	0.8644439691138128	
rs2070959	UGT1A7	0.96059601	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NPHS1	0.8638247395845513	
P2RY12	GALR1	0.8252219011119977	
HTR2C	TRH	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT1	0.818984274335209	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CHKB	0.8638247395845513	
CYP3A4	rs3735451	0.8775210229989678	
Cabergoline	ADRA2C	1	
HTR5A	ADRA2C	0.8252219011119977	
HTR1A	ADRA2C	0.8252219011119977	
HTR2C	CYSLTR1	0.8252219011119977	
HTR1E	C3AR1	0.8354005520686607	
HTR7	RXFP2	0.8354005520686607	
HTR1A	OPRD1	0.8354005520686607	
SSTR2	HTR1F	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITIH1	0.818984274335209	
SSTR2	MTNR1B	0.8252219011119977	
HTR1A	CCL5	0.8407682499807351	
CHRM1	MLNR	0.8354005520686607	
