CCR5	Pulmonary edema	
FPR1	Pulmonary edema	
EGLN1	Pulmonary edema	
VEGFA	High altitude pulmonary edema	
F2R	Pulmonary edema	
VEGFA	Pulmonary edema	
TH	High altitude pulmonary edema	
HIF1A	Pulmonary edema	
REN	High altitude pulmonary edema	
ADRB2	Pulmonary edema	
FSHR	Pulmonary edema	
ALB	Pulmonary edema	
EDNRA	High altitude pulmonary edema	
EDN1	High altitude pulmonary edema	
ROCK1	Pulmonary edema	
AGTR1	High altitude pulmonary edema	
ADRB2	High altitude pulmonary edema	
GHRH	Pulmonary edema	
CXCL8	Pulmonary edema	
ACE	High altitude pulmonary edema	
CXCL2	Pulmonary edema	
EGLN1	High altitude pulmonary edema	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
Carvedilol	SELE	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTSL	0.818984274335209	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF292	0.818984274335209	
ADRA1A	P2RY6	0.8354005520686607	
Pergolide	DRD1	1	
ADRA1B	EDN1	0.833320481754769	
PPARG	MED18	0.7989062580087279	
ADRA2C	MT-RNR2	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOE	0.818984274335209	
HTR2A	TRHR	0.8354005520686607	
HTR1D	CNR2	0.8354005520686607	
ADRA1B	FFAR3	0.8354005520686607	
ADRA1A	PROKR1	0.8354005520686607	
PTGIR	GNB1	0.8632667287580127	
P2RY12	ADRA2B	0.8252219011119977	
HTR1D	CCR6	0.8354005520686607	
ADRA1D	NTSR1	0.8252219011119977	
HTR1A	GRM7	0.8252219011119977	
P2RY12	GNB1	0.8632667287580127	
DRD2	GNAI3	0.8526462282435747	
DRD2	rs4460839	0.99	
DRD4	AGTR2	0.8354005520686607	
HTR2A	F2RL3	0.8252219011119977	
HTR2C	EDN3	0.833320481754769	
DRD1	GPR15	0.8252219011119977	
ADRA1D	OPN4	0.8354005520686607	
ADRA1D	P2RY10	0.8354005520686607	
P2RY12	NPBWR1	0.8354005520686607	
Candesartan	AGTR1	1	
AGTR1	F2RL2	0.8252219011119977	
ADRA1D	AGT	0.8407682499807351	
SLCO1B3	rs4149117	0.99	
HTR1A	TAS2R45	0.8354005520686607	
HTR1B	SSTR4	0.8354005520686607	
HTR1B	RXFP4	0.8354005520686607	
HTR2B	GHRL	0.8407682499807351	
PTGIR	CRHR1	0.8354005520686607	
CYP2E1	rs2515641	0.99	
DRD2	TAS2R31	0.8354005520686607	
NDUFC2	NDUFV2	0.8370620429147057	
PTGS1	rs1330344	0.99	
P2RY12	PPY	0.833320481754769	
SLCO1B1	SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B	0.99	
DRD4	RLN3	0.8459813396079446	
DRD4	LPAR2	0.8252219011119977	
Epoprostenol	PTGIR	1	
HTR2C	CHRM1	0.8354005520686607	
HTR1A	HCAR1	0.8354005520686607	
DRD2	GALR2	0.8252219011119977	
DRD5	GPR20	0.8252219011119977	
ADRB1	GPR45	0.8252219011119977	
HTR2A	PROK1	0.8407682499807351	
ADRA1B	SAA1	0.833320481754769	
ADRB2	GPR32	0.8252219011119977	
Ropinirole	HTR2C	1	
HTR1A	CCR10	0.8354005520686607	
HTR1A	CCR9	0.8354005520686607	
HTR2C	GNA15	0.8595571341704282	
DRD4	CNR1	0.8354005520686607	
CYP2C9	CYP2C9*1, CYP2C9*11, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6	0.99	
AGTR1	AVPR1A	0.8354005520686607	
ADRA1A	GNRHR2	0.8354005520686607	
HTR2C	TRH	0.8407682499807351	
CYP3A4	rs3735451	0.8775210229989678	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT1	0.818984274335209	
ADRB2	GIPR	0.8354005520686607	
P2RY12	GALR1	0.8252219011119977	
HTR1A	GNG2	0.8526462282435747	
AGTR1	LTB4R	0.8252219011119977	
ADRB1	GPHB5	0.8407682499807351	
HTR1A	ADRA2C	0.8252219011119977	
ABCG2	rs45605536	0.99	
HTR2A	PROK2	0.8407682499807351	
ADRA1D	APP	0.833320481754769	
DRD3	CXCR4	0.8354005520686607	
P2RY12	CXCR5	0.8354005520686607	
HTR2C	CYSLTR1	0.8252219011119977	
ABCB1	rs3842	0.99	
HTR1A	OPRD1	0.8354005520686607	
ADRA1B	PROK2	0.8407682499807351	
VEGFA	ELMO2	0.7983096722548423	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITIH1	0.818984274335209	
HTR2B	EDN3	0.833320481754769	
PPARG	NCOR1	0.8294526363440686	
P2RY12	CCL20	0.8407682499807351	
HTR1A	CCL5	0.8407682499807351	
DRD5	GCG	0.849809014912932	
DRD1	GPR25	0.8252219011119977	
DRD1	PTGER2	0.8252219011119977	
HTR1D	CXCL11	0.8407682499807351	
DRD5	RAMP1	0.8421959353175904	
HTR2B	GPRC6A	0.8252219011119977	
DRD1	RAMP2	0.8421959353175904	
HTR1B	C5AR1	0.8354005520686607	
DRD4	PNOC	0.8407682499807351	
ADRA1B	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
DRD3	NPY2R	0.8252219011119977	
CYP2C19	CYP2C19*1, CYP2C19*2	0.99	
ADRA2A	CCL23	0.833320481754769	
DRD4	PENK	0.8407682499807351	
ADRB1	CRHR1	0.8354005520686607	
HIF1A	EGLN3	0.857962761909534	
DRD4	OXER1	0.8252219011119977	
ADRA1A	GNRH2	0.8407682499807351	
PTGIR	RAMP2	0.8421959353175904	
HTR1D	LPAR5	0.8252219011119977	
ADRB2	RPS27A	0.863443159858049	
P2RY12	HRH4	0.8354005520686607	
ADRA1B	PROK1	0.8407682499807351	
HTR1D	CXCL10	0.8407682499807351	
HTR2B	KISS1R	0.8252219011119977	
HTR2C	GAST	0.8407682499807351	
PTGIR	P2RY11	0.8252219011119977	
DRD3	OPRK1	0.8354005520686607	
HTR1D	ADRA2A	0.8252219011119977	
HTR1D	TAS2R1	0.8354005520686607	
DRD1	MC5R	0.8252219011119977	
DRD4	CXCL2	0.8407682499807351	
HTR1A	SSTR2	0.8354005520686607	
HTR2C	GPR4	0.8354005520686607	
DRD4	TAS2R41	0.8354005520686607	
HTR1B	HRH4	0.8354005520686607	
NDUFC2	MT-ND2	0.8478585989808651	
ADRA1A	GHRL	0.8407682499807351	
ADRB2	TSHR	0.8354005520686607	
DRD1	PTH	0.8407682499807351	
ADRB2	IGF2R	0.863443159858049	
P2RY12	NMUR2	0.8421959353175904	
HTR2C	PTGFR	0.8252219011119977	
P2RY12	TAS2R7	0.8354005520686607	
ADRA1D	GRPR	0.8354005520686607	
ADRA1B	MLN	0.8407682499807351	
ADRB1	IAPP	0.8407682499807351	
HTR2A	P2RY10	0.8354005520686607	
HTR1D	SSTR3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.818984274335209	
DRD1	rs265976	0.99	
HTR1D	CNR1	0.8354005520686607	
CYP3A4	rs28371759	0.99	
HTR1D	PNOC	0.8407682499807351	
ADRA2B	ADRA2A	0.8459813396079446	
DRD4	P2RY14	0.8354005520686607	
ABCB1	rs4728709	0.99	
AGTR1	XCL1	0.833320481754769	
ADRB2	GPR27	0.8252219011119977	
ADRA2A	ADRA2C	0.8459813396079446	
HTR1B	INSL5	0.8407682499807351	
JUN	MAPK8	0.8354005520686607	
HTR1A	C5	0.8407682499807351	
HTR1A	CCL27	0.8407682499807351	
P2RY12	HRH3	0.8354005520686607	
ADRB2	GPR176	0.8252219011119977	
HTR1D	HCAR1	0.8354005520686607	
ADRA1D	FFAR2	0.8354005520686607	
AGTR1	rs5186	0.99	
HTR1B	ANXA1	0.8459813396079446	
DRD3	CNR1	0.8354005520686607	
HTR1D	GNG2	0.8526462282435747	
ADRA1A	CHRM1	0.8354005520686607	
DRD3	CXCR5	0.8354005520686607	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3	0.99	
P2RY12	CXCR4	0.8354005520686607	
DRD5	PTH2R	0.8354005520686607	
ADRA2C	APP	0.833320481754769	
ADRB1	DRD5	0.8354005520686607	
VEGFA	KDR	0.8695419162896381	
HTR1B	LPAR5	0.8252219011119977	
HTR2A	LPAR5	0.8252219011119977	
P2RY12	TAS2R8	0.8354005520686607	
P2RY12	P2RY12 A, P2RY12 F	0.99	
CYP3A4	rs2740574	0.8775210229989678	
HTR1B	NMUR2	0.8421959353175904	
HTR1D	LPAR1	0.8252219011119977	
HTR2C	GNRH2	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.818984274335209	
CYP2D6	CYP2D6*1, CYP2D6*38, CYP2D6*4, CYP2D6*5, CYP2D6*9	0.99	
HTR1A	CCR7	0.8354005520686607	
HTR2B	BDKRB1	0.8354005520686607	
AGTR1	PTGER1	0.8252219011119977	
ADRB2	TF	0.863443159858049	
DRD2	rs1079598	0.99	
rs12721627	CYP3A4	0.96059601	
ADRA1D	GNB1	0.8632667287580127	
DRD4	TAS2R38	0.8354005520686607	
CYP1A1	rs2472297	0.99	
P2RY12	S1PR5	0.8252219011119977	
DRD4	P2RY13	0.8354005520686607	
HTR1B	PENK	0.8407682499807351	
PPARG	NCOR2	0.8294526363440686	
ADRA1A	NMS	0.8407682499807351	
ADRB2	CRHR1	0.8354005520686607	
DRD4	MTNR1B	0.8252219011119977	
HTR1B	KNG1	0.8407682499807351	
DRD1	GPHA2	0.8407682499807351	
HTR2A	GNRH2	0.8407682499807351	
DRD4	BDKRB1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.8638247395845513	
HTR2C	NPSR1	0.8354005520686607	
HTR2C	NPFFR2	0.8252219011119977	
P2RY12	HCAR1	0.8354005520686607	
HTR1A	PTGDR2	0.8252219011119977	
DRD4	CCL20	0.8407682499807351	
P2RY12	CCL16	0.8407682499807351	
HTR1D	SST	0.8407682499807351	
Pergolide	DRD2	1	
ADRB2	CD3G	0.863443159858049	
HTR2A	GRM1	0.8354005520686607	
CYP1A2	rs762551	0.99	
ADRB1	PTHLH	0.8407682499807351	
Carvedilol	NDUFC2	1	
P2RY12	TAS2R46	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
DRD2	TAS2R39	0.8354005520686607	
ADRB2	GPR150	0.8252219011119977	
HTR1A	NMUR1	0.8354005520686607	
DRD2	GPR55	0.8354005520686607	
ADRA1B	BDKRB2	0.8354005520686607	
HTR1D	CCR2	0.8354005520686607	
DRD5	GNAS	0.8549476386052599	
DRD3	PTGDR2	0.8252219011119977	
HTR1D	GALR3	0.8252219011119977	
VEGFA	SH2D2A	0.8588236184081405	
SLCO1B1	rs11045872	0.99	
P2RY12	PTGER3	0.8252219011119977	
ADRB2	HTR4	0.8354005520686607	
DRD4	MTNR1A	0.8252219011119977	
HTR1D	CXCL8	0.8459813396079446	
ADRA1B	MLNR	0.8354005520686607	
HTR2B	P2RY1	0.8354005520686607	
DRD5	HTR6	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD2	C3	0.8407682499807351	
HTR2B	P2RY10	0.8354005520686607	
ADRA1D	ADRA1D	0.849809014912932	
HTR1D	HRH4	0.8354005520686607	
P2RY12	NPY4R	0.8252219011119977	
DRD3	rs6280	0.99	
ADRA1A	OXTR	0.8252219011119977	
P2RY12	ADORA1	0.8354005520686607	
PTGIR	RAMP1	0.8421959353175904	
ADRA1B	CHRM5	0.8354005520686607	
ADRA1A	OXT	0.833320481754769	
HIF1A	UBE2D2	0.8219632471359692	
HTR1D	CCR9	0.8354005520686607	
HTR1D	HCAR2	0.8354005520686607	
HTR2C	NMUR1	0.8354005520686607	
HTR1D	GNAI2	0.8526462282435747	
AGTR1	GNRHR2	0.8354005520686607	
ADRA1D	CASR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CHKB	0.818984274335209	
HTR2A	HRH1	0.8354005520686607	
HTR1D	RXFP3	0.8354005520686607	
HTR1D	CXCR2	0.8354005520686607	
NDUFC2	NDUFAF1	0.8484307441293273	
CYP2C8	rs1113129	0.99	
Irbesartan	CYP2D6	1	
HTR1A	GPR17	0.8252219011119977	
ADRA1B	TACR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CST3	0.818984274335209	
HTR2B	UTS2B	0.8407682499807351	
ABCG2	rs2725252	0.99	
HTR1B	FPR3	0.8354005520686607	
DRD2	LPAR5	0.8252219011119977	
ADRB2	EGF	0.863443159858049	
DRD2	rs2734841	0.99	
L-Tyrosine	YARS2	1	
Carvedilol	CYP1A2	1	
ABCB1	rs10267099	0.99	
DRD4	TAS2R40	0.8354005520686607	
ADRB2	PACSIN2	0.863443159858049	
ADRA2A	GNB1	0.8626329038096527	
ADRA1A	TACR2	0.8252219011119977	
DRD3	GNAI2	0.8526462282435747	
Ropinirole	DRD2	1	
DRD2	rs12364283	0.99	
HTR1B	NPBWR2	0.8354005520686607	
DRD2	CXCR5	0.8354005520686607	
ADRA2A	rs1800544	0.8375215262118652	
DRD2	GNB1	0.8526462282435747	
DRD3	GNG2	0.8526462282435747	
NDUFC2	NDUFAF4	0.8484307441293273	
CYP3A4	rs56324128	0.9509900498999999	
HTR2C	BDKRB1	0.8354005520686607	
ADRB1	RLN3	0.8407682499807351	
HTR1A	AGTR2	0.8354005520686607	
ADRA1D	GAST	0.8407682499807351	
HTR2A	rs6313	0.99	
DRD2	ADORA1	0.8354005520686607	
DRD3	TAS2R43	0.8354005520686607	
DRD5	RLN2	0.8459813396079446	
ADRA1B	GCGR	0.8354005520686607	
P2RY12	CCR7	0.8354005520686607	
ADRA1D	MLNR	0.8354005520686607	
DRD1	ADM	0.8407682499807351	
ADRA1A	PROK2	0.8407682499807351	
P2RY12	MCHR1	0.8354005520686607	
ADRA1D	NPFFR1	0.8252219011119977	
VEGFA	PIK3R2	0.8468891025876341	
ADRA2C	ADRA2A	0.8459813396079446	
HTR2C	LTB4R	0.8252219011119977	
HTR2A	GPR65	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RLF	0.818984274335209	
DRD2	TAS2R14	0.8354005520686607	
ACE	rs4359	0.99	
HTR2A	XCR1	0.8252219011119977	
DRD5	RAMP3	0.8421959353175904	
HTR1A	TAS2R5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SGOL2	0.818984274335209	
ADRA1A	TACR3	0.8252219011119977	
Pergolide	ADRA1B	1	
AGTR1	PROK2	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.818984274335209	
ADRA1D	ADRA1B	0.849809014912932	
ADRA1D	XCL2	0.833320481754769	
DRD3	TAS2R41	0.8354005520686607	
HTR2B	GRM1	0.8354005520686607	
DRD4	NPY1R	0.8252219011119977	
HTR1D	CXCR3	0.8354005520686607	
SLCO1B1	rs4149081	0.99	
PTGIR	GPR150	0.8252219011119977	
EDN1	rs5370	0.8249872769372213	
HTR1A	NPY2R	0.8252219011119977	
HTR1D	ADRA2C	0.8252219011119977	
PTGIR	GCGR	0.8354005520686607	
DRD4	HTR1F	0.8354005520686607	
DRD4	CCL27	0.8407682499807351	
P2RY12	TAS2R4	0.8354005520686607	
HTR2C	HCRTR2	0.8252219011119977	
ADRA1A	GNB1	0.8632667287580127	
HTR1B	PTGDR2	0.8252219011119977	
DRD4	CHRM4	0.8354005520686607	
DRD4	S1PR2	0.8252219011119977	
HTR1D	GRM2	0.8252219011119977	
ADRA1B	CASR	0.8354005520686607	
P2RY12	TAS2R38	0.8354005520686607	
HTR1B	CCR2	0.8354005520686607	
ADRB2	MC5R	0.8252219011119977	
CYP2C9	rs1934969	0.99	
ADRA1D	EDN3	0.833320481754769	
CYP3A4	rs4987161	0.99	
CYP3A	rs4987161	0.8953382542587163	
DRD3	GNAI1	0.8526462282435747	
DRD4	HRH3	0.8354005520686607	
Fosinopril	SLC15A2	1	
DRD4	GRM2	0.8252219011119977	
ADRA1B	NPS	0.8407682499807351	
DRD4	NPW	0.8407682499807351	
Pergolide	DRD3	1	
PTGIR	FSHR	0.8354005520686607	
HTR2A	rs6305	0.99	
DRD2	CCL23	0.8407682499807351	
NDUFC2	NDUFS1	0.8370620429147057	
ADRA1B	TRHR	0.8354005520686607	
HTR1B	HCAR2	0.8354005520686607	
ADRA1A	PTGER1	0.8252219011119977	
ADRB2	PTH	0.8407682499807351	
DRD5	GHRHR	0.8354005520686607	
NDUFC2	NDUFS8	0.8478585989808651	
DRD4	OPRK1	0.8354005520686607	
ADRB2	EGFR	0.863443159858049	
ADRA1B	CCKAR	0.8252219011119977	
PPARG	MED15	0.7989062580087279	
HTR1B	P2RY13	0.8354005520686607	
ADRB2	GPHB5	0.8407682499807351	
HTR1D	S1PR1	0.8252219011119977	
HTR1A	PENK	0.8407682499807351	
HTR2A	NMBR	0.8354005520686607	
HTR2A	KNG1	0.8407682499807351	
ADRB2	CLTB	0.866142943288039	
HTR2A	OXTR	0.8252219011119977	
HTR1A	NPBWR2	0.8354005520686607	
HTR1B	CXCR3	0.8354005520686607	
DRD2	NPY2R	0.8252219011119977	
HTR2B	HRH1	0.8354005520686607	
AGTR1	OXT	0.833320481754769	
AGTR1	LTB4R2	0.8252219011119977	
ADRA1A	GRPR	0.8354005520686607	
VEGFA	rs3025040	0.99	
AGTR1	NMUR2	0.8470141168187869	
DRD3	POMC	0.8407682499807351	
AGTR1	NTS	0.833320481754769	
ABCC2	rs7917432	0.99	
CYP2C9	CYP2C9*1, CYP2C9*3	0.99	
VEGFA	AXL	0.850491991613676	
HTR2B	GNRHR	0.8354005520686607	
HTR1B	P2RY4	0.8354005520686607	
DRD2	GABBR2	0.8252219011119977	
DRD1	rs11749035	0.99	
P2RY12	SSTR2	0.8354005520686607	
ADRA1D	AVPR1B	0.8354005520686607	
ADRA1A	GNA12	0.8526462282435747	
DRD3	CCR1	0.8354005520686607	
ADRB2	PTGER4	0.8252219011119977	
P2RY12	PDYN	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OBSL1	0.818984274335209	
DRD4	TAS2R31	0.8354005520686607	
HTR1A	SSTR5	0.8354005520686607	
ADRB2	LHCGR	0.8354005520686607	
HTR1D	CCR4	0.8354005520686607	
Enalapril	CYP3A4	1	
DRD2	CXCL3	0.8407682499807351	
HTR1A	TAS2R31	0.8354005520686607	
HTR1D	OXER1	0.8252219011119977	
DRD1	VIPR2	0.8252219011119977	
ADRA1B	TACR3	0.8252219011119977	
P2RY12	S1PR4	0.8252219011119977	
P2RY12	PMCH	0.8407682499807351	
VEGFA	rs9369421	0.99	
ADRA1B	ADRA1B	0.849809014912932	
ADRA1B	OXT	0.833320481754769	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*4, CYP2D6*5	0.99	
PTGIR	PTH1R	0.8354005520686607	
ADRB1	GPR15	0.8252219011119977	
Quinapril	ACE	1	
HTR1B	GNAI2	0.8526462282435747	
ADRA1B	XCL2	0.833320481754769	
PTGIR	VIPR1	0.8252219011119977	
ABCB1	ABCB1*2(PMID:11503014)	0.99	
HTR1A	TAS2R1	0.8354005520686607	
DRD4	CCR5	0.8354005520686607	
HTR1B	NPY5R	0.8252219011119977	
DRD4	CXCR2	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*4	0.99	
P2RY12	CCL27	0.8407682499807351	
DRD5	PTGDR	0.8252219011119977	
NDUFC2	NDUFV3	0.8370620429147057	
ADRB2	GCG	0.849809014912932	
ADRB1	TSHB	0.8407682499807351	
ADRB2	DNM2	0.8621379174857935	
DRD4	ANXA1	0.8459813396079446	
ADRB2	GHRH	0.8407682499807351	
Irbesartan	CYP2C8	1	
DRD2	TAS2R46	0.8354005520686607	
DRD5	INSL3	0.8407682499807351	
AGTR1	NMU	0.8459813396079446	
DRD4	GNAI3	0.8526462282435747	
DRD1	GHRHR	0.8354005520686607	
HTR1B	TAS2R38	0.8354005520686607	
DRD1	HTR7	0.8354005520686607	
KCNH2	rs1137617	0.99	
DRD4	NPB	0.8407682499807351	
P2RY12	PPBP	0.8407682499807351	
HTR1D	APP	0.8407682499807351	
ADRA1D	NMUR2	0.8421959353175904	
HTR1B	GAL	0.833320481754769	
HTR2B	GNB1	0.8526462282435747	
DRD4	HRH4	0.8354005520686607	
HTR1A	TAS2R10	0.8354005520686607	
CYP2C9	rs9332131	0.99	
ADRA1D	P2RY11	0.8252219011119977	
HTR2C	NMBR	0.8354005520686607	
ADRA1A	CHRM5	0.8354005520686607	
VEGFA	rs13207351	0.99	
JUN	MAPK9	0.8354005520686607	
ADRB1	HTR4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SERPING1	0.818984274335209	
AGTR1	GPRC6A	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*4, CYP2D6*5	0.99	
DRD2	ANXA1	0.8459813396079446	
DRD3	P2RY13	0.8354005520686607	
Olmesartan	AGTR1	1	
PTGIR	PTH2R	0.8354005520686607	
ADRB2	OCRL	0.8613363396709319	
DRD3	SSTR5	0.8354005520686607	
HTR1D	CCR1	0.8354005520686607	
VEGFA	rs1570360	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.818984274335209	
ADRA1D	ADRA1A	0.849809014912932	
CYP1A2	MGST1	0.792109822701367	
ADRA2A	ADRA2A	0.8459813396079446	
ADRA1D	GPR17	0.8252219011119977	
ABCG2	rs2231137	0.99	
HTR2A	rs7997012	0.99	
HTR1A	CCR1	0.8354005520686607	
HTR2A	PTAFR	0.8252219011119977	
ADRA1D	CHRM5	0.8354005520686607	
PTGIR	GPR15	0.8252219011119977	
DRD3	GPR17	0.8252219011119977	
HTR2C	TACR2	0.8252219011119977	
ADRB1	POMC	0.833320481754769	
HTR1A	ADORA1	0.8354005520686607	
HTR2C	CHRM3	0.8354005520686607	
GAL	rs948854	0.8249872769372213	
ADRA1D	TACR1	0.8252219011119977	
DRD2	TAS2R4	0.8354005520686607	
DRD3	rs167771	0.99	
DRD4	CCR8	0.8354005520686607	
rs2740574	CYP3A	0.9414801494009999	
AGTR1	NTSR1	0.8252219011119977	
ADRB2	REPS2	0.863443159858049	
HTR2C	GHRL	0.8407682499807351	
P2RY12	CCR5	0.8354005520686607	
DRD2	HTR1F	0.8354005520686607	
PTGIR	RAMP3	0.8421959353175904	
DRD3	OPRL1	0.8354005520686607	
HTR1A	CXCL5	0.8407682499807351	
HTR1B	TAS2R42	0.8354005520686607	
HTR1A	GAL	0.833320481754769	
ADRA1A	CYSLTR1	0.8252219011119977	
HTR1B	ACKR3	0.8354005520686607	
DRD2	GNAI1	0.8526462282435747	
ADRB2	SGIP1	0.8664623807565615	
ADRA1D	LPAR1	0.8252219011119977	
ADRA1A	XCL2	0.833320481754769	
DRD4	PMCH	0.8407682499807351	
DRD2	RLN3	0.8459813396079446	
DRD3	HRH3	0.8354005520686607	
PTGIR	CALCRL	0.8421959353175904	
NDUFC2	NDUFS3	0.8478585989808651	
ADRB1	VIP	0.833320481754769	
Ropinirole	HTR1B	1	
DRD1	rs11746641	0.99	
ADRB2	LDLR	0.863443159858049	
DRD3	rs324026	0.99	
AGTR1	QRFP	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPATA31A7	0.818984274335209	
DRD4	OPRD1	0.8354005520686607	
HTR1A	GNAT3	0.8526462282435747	
AGTR1	GNA15	0.8595571341704282	
Pergolide	HTR1D	1	
DRD4	TAS2R13	0.8354005520686607	
NDUFC2	MT-ND6	0.8478585989808651	
HTR2B	UTS2R	0.8354005520686607	
HTR1D	S1PR5	0.8252219011119977	
DRD3	GABBR1	0.8252219011119977	
SLC22A1	rs594709	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:q6IZvGeHHY4cOWPHVW3Z7k177/w32630	0.818984274335209	
HTR2C	GCG	0.8407682499807351	
DRD2	SAA1	0.8407682499807351	
DRD3	MT-RNR2	0.8459813396079446	
Pergolide	ADRA1D	1	
DRD2	HTR5A	0.8354005520686607	
DRD5	RAMP2	0.8421959353175904	
HTR1D	CXCL1	0.8407682499807351	
HTR1D	NMS	0.8407682499807351	
DRD3	GPER1	0.8354005520686607	
ADRB2	AP2A2	0.8669217489920482	
CYP3A4	rs3735451	0.99	
ADRA2C	PMCH	0.833320481754769	
DRD4	P2RY4	0.8354005520686607	
VEGFA	ELMO1	0.7983096722548423	
DRD2	SSTR4	0.8354005520686607	
HTR2C	GRPR	0.8354005520686607	
DRD3	S1PR5	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*4xN, CYP2D6*5, CYP2D6*6	0.99	
ADRA1D	PTGFR	0.8252219011119977	
ADRB2	SH3GL2	0.865611713402943	
DRD1	INSL3	0.8407682499807351	
DRD5	GHRH	0.8407682499807351	
AGTR1	CYSLTR1	0.8252219011119977	
HTR2A	CHRM5	0.8354005520686607	
DRD5	GIP	0.8407682499807351	
DRD3	CCL23	0.8407682499807351	
SLCO1B1	SLCO1B1*1, SLCO1B1*2	0.99	
DRD5	GIPR	0.8354005520686607	
ADRA1D	TAC3	0.833320481754769	
PPARG	rs1801282	0.99	
ABCB1	rs4148738	0.99	
AGTR1	OPN4	0.8354005520686607	
DRD3	TAS2R31	0.8354005520686607	
HTR2A	GNAQ	0.8595571341704282	
ADRB2	STAM2	0.863443159858049	
HTR2A	APP	0.833320481754769	
AGTR1	GCG	0.8407682499807351	
DRD4	CXCL8	0.8459813396079446	
HTR2C	LPAR3	0.8252219011119977	
AGTR1	XCR1	0.8252219011119977	
HTR1A	rs1364043	0.99	
DRD2	SSTR3	0.8354005520686607	
HTR1A	MCHR2	0.8354005520686607	
ADRA1B	XCR1	0.8252219011119977	
ADRA1B	GAST	0.8407682499807351	
DRD4	INSL5	0.8407682499807351	
ADRA1B	GNRH1	0.8407682499807351	
XDH	rs1429376	0.99	
HTR1A	LPAR2	0.8252219011119977	
ABCG2	rs2231135	0.99	
ADRB2	TGOLN2	0.863443159858049	
DRD2	NPY4R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TSC22D1	0.818984274335209	
DRD5	LHB	0.8407682499807351	
ADRB1	NPS	0.8407682499807351	
ADRA2B	GNAZ	0.8567933402497072	
DRD3	HCAR1	0.8354005520686607	
PTGIR	NPSR1	0.8354005520686607	
ADRA1D	PTGER1	0.8252219011119977	
HTR2B	FFAR3	0.8354005520686607	
AGTR1	MLNR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HPX	0.818984274335209	
DRD5	PTGER2	0.8252219011119977	
ADRA2A	GNAT3	0.8497082254156562	
DRD5	GPR25	0.8252219011119977	
DRD3	CCR3	0.8354005520686607	
DRD1	GHRH	0.8407682499807351	
HTR1A	NPBWR1	0.8354005520686607	
HTR2C	rs1414334	0.99	
HTR2C	APP	0.833320481754769	
HTR1B	TAS2R13	0.8354005520686607	
SLCO1B1	rs4149032	0.99	
ADRB2	TAAR1	0.8354005520686607	
HTR1D	GNAT3	0.8526462282435747	
PTGS1	rs10306114	0.99	
ADRA2C	SAA1	0.833320481754769	
HTR1B	SSTR3	0.8354005520686607	
ADRA1A	NMUR1	0.8354005520686607	
